Time (s)   Float Heave (m) Plate Heave (m)
23.28          -0.72040162    -21.28731156
23.29          -0.72038817    -21.28731610
23.30          -0.72037470    -21.28732065
23.31          -0.72036123    -21.28732520
23.32          -0.72034775    -21.28732976
23.33          -0.72033428    -21.28733433
23.34          -0.72032080    -21.28733890
23.35          -0.72030733    -21.28734348
23.36          -0.72029386    -21.28734807
23.37          -0.72028041    -21.28735266
23.38          -0.72026696    -21.28735727
23.39          -0.72025353    -21.28736188
23.40          -0.72024011    -21.28736649
23.41          -0.72022671    -21.28737112
23.42          -0.72021332    -21.28737575
23.43          -0.72019996    -21.28738039
23.44          -0.72018662    -21.28738503
23.45          -0.72017331    -21.28738968
23.46          -0.72016003    -21.28739434
23.47          -0.72014677    -21.28739901
23.48          -0.72013355    -21.28740368
23.49          -0.72012037    -21.28740836
23.50          -0.72010721    -21.28741304
23.51          -0.72009410    -21.28741774
23.52          -0.72008103    -21.28742244
23.53          -0.72006800    -21.28742714
23.54          -0.72005501    -21.28743186
23.55          -0.72004207    -21.28743658
23.56          -0.72002918    -21.28744130
23.57          -0.72001634    -21.28744604
23.58          -0.72000355    -21.28745078
23.59          -0.71999082    -21.28745552
23.60          -0.71997814    -21.28746028
23.61          -0.71996552    -21.28746504
23.62          -0.71995296    -21.28746980
23.63          -0.71994046    -21.28747458
23.64          -0.71992803    -21.28747936
23.65          -0.71991566    -21.28748414
23.66          -0.71990336    -21.28748894
23.67          -0.71989113    -21.28749374
23.68          -0.71987897    -21.28749854
23.69          -0.71986688    -21.28750335
23.70          -0.71985487    -21.28750817
23.71          -0.71984293    -21.28751300
23.72          -0.71983107    -21.28751783
23.73          -0.71981929    -21.28752267
23.74          -0.71980759    -21.28752751
23.75          -0.71979597    -21.28753237
23.76          -0.71978444    -21.28753722
23.77          -0.71977300    -21.28754209
23.78          -0.71976164    -21.28754696
23.79          -0.71975037    -21.28755183
23.80          -0.71973919    -21.28755672
23.81          -0.71972811    -21.28756161
23.82          -0.71971711    -21.28756650
23.83          -0.71970622    -21.28757140
23.84          -0.71969542    -21.28757631
23.85          -0.71968471    -21.28758122
23.86          -0.71967411    -21.28758615
23.87          -0.71966361    -21.28759107
23.88          -0.71965321    -21.28759600
23.89          -0.71964291    -21.28760094
23.90          -0.71963272    -21.28760589
23.91          -0.71962263    -21.28761084
23.92          -0.71961265    -21.28761580
23.93          -0.71960279    -21.28762076
23.94          -0.71959302    -21.28762573
23.95          -0.71958338    -21.28763071
23.96          -0.71957384    -21.28763569
23.97          -0.71956442    -21.28764068
23.98          -0.71955511    -21.28764567
23.99          -0.71954591    -21.28765067
24.00          -0.71953683    -21.28765568
24.01          -0.71952788    -21.28766069
24.02          -0.71951903    -21.28766571
24.03          -0.71951031    -21.28767073
24.04          -0.71950171    -21.28767576
24.05          -0.71949323    -21.28768080
24.06          -0.71948488    -21.28768584
24.07          -0.71947664    -21.28769088
24.08          -0.71946854    -21.28769594
24.09          -0.71946055    -21.28770100
24.10          -0.71945269    -21.28770606
24.11          -0.71944496    -21.28771114
24.12          -0.71943736    -21.28771621
24.13          -0.71942988    -21.28772130
24.14          -0.71942254    -21.28772638
24.15          -0.71941532    -21.28773148
24.16          -0.71940824    -21.28773658
24.17          -0.71940128    -21.28774169
24.18          -0.71939446    -21.28774680
24.19          -0.71938777    -21.28775192
24.20          -0.71938121    -21.28775704
24.21          -0.71937478    -21.28776217
24.22          -0.71936849    -21.28776731
24.23          -0.71936234    -21.28777245
24.24          -0.71935632    -21.28777760
24.25          -0.71935043    -21.28778275
24.26          -0.71934468    -21.28778791
24.27          -0.71933907    -21.28779307
24.28          -0.71933359    -21.28779824
24.29          -0.71932825    -21.28780342
24.30          -0.71932305    -21.28780860
24.31          -0.71931798    -21.28781378
24.32          -0.71931306    -21.28781898
24.33          -0.71930827    -21.28782418
24.34          -0.71930362    -21.28782938
24.35          -0.71929911    -21.28783459
24.36          -0.71929473    -21.28783981
24.37          -0.71929050    -21.28784503
24.38          -0.71928640    -21.28785025
24.39          -0.71928245    -21.28785549
24.40          -0.71927863    -21.28786072
24.41          -0.71927496    -21.28786597
24.42          -0.71927142    -21.28787122
24.43          -0.71926802    -21.28787647
24.44          -0.71926476    -21.28788173
24.45          -0.71926164    -21.28788700
24.46          -0.71925866    -21.28789227
24.47          -0.71925582    -21.28789754
24.48          -0.71925312    -21.28790283
24.49          -0.71925056    -21.28790812
24.50          -0.71924814    -21.28791341
24.51          -0.71924585    -21.28791871
24.52          -0.71924371    -21.28792401
24.53          -0.71924170    -21.28792932
24.54          -0.71923983    -21.28793464
24.55          -0.71923810    -21.28793996
24.56          -0.71923651    -21.28794529
24.57          -0.71923505    -21.28795062
24.58          -0.71923373    -21.28795596
24.59          -0.71923255    -21.28796130
24.60          -0.71923150    -21.28796665
24.61          -0.71923059    -21.28797200
24.62          -0.71922982    -21.28797736
24.63          -0.71922918    -21.28798273
24.64          -0.71922867    -21.28798810
24.65          -0.71922830    -21.28799347
24.66          -0.71922806    -21.28799885
24.67          -0.71922796    -21.28800424
24.68          -0.71922798    -21.28800963
24.69          -0.71922814    -21.28801503
24.70          -0.71922844    -21.28802043
24.71          -0.71922886    -21.28802584
24.72          -0.71922941    -21.28803126
24.73          -0.71923009    -21.28803668
24.74          -0.71923090    -21.28804210
24.75          -0.71923184    -21.28804753
24.76          -0.71923291    -21.28805296
24.77          -0.71923410    -21.28805841
24.78          -0.71923542    -21.28806385
24.79          -0.71923687    -21.28806930
24.80          -0.71923844    -21.28807476
24.81          -0.71924013    -21.28808022
24.82          -0.71924195    -21.28808569
24.83          -0.71924389    -21.28809116
24.84          -0.71924595    -21.28809664
24.85          -0.71924813    -21.28810212
24.86          -0.71925043    -21.28810761
24.87          -0.71925285    -21.28811311
24.88          -0.71925539    -21.28811860
24.89          -0.71925805    -21.28812411
24.90          -0.71926082    -21.28812962
24.91          -0.71926370    -21.28813513
24.92          -0.71926670    -21.28814065
24.93          -0.71926982    -21.28814618
24.94          -0.71927304    -21.28815171
24.95          -0.71927638    -21.28815725
24.96          -0.71927983    -21.28816279
24.97          -0.71928338    -21.28816834
24.98          -0.71928705    -21.28817389
24.99          -0.71929082    -21.28817945
25.00          -0.71929469    -21.28818501
25.01          -0.71929868    -21.28819058
25.02          -0.71930276    -21.28819615
25.03          -0.71930695    -21.28820173
25.04          -0.71931124    -21.28820731
25.05          -0.71931563    -21.28821290
25.06          -0.71932012    -21.28821849
25.07          -0.71932470    -21.28822409
25.08          -0.71932939    -21.28822970
25.09          -0.71933417    -21.28823531
25.10          -0.71933904    -21.28824092
25.11          -0.71934401    -21.28824654
25.12          -0.71934907    -21.28825216
25.13          -0.71935422    -21.28825779
25.14          -0.71935945    -21.28826343
25.15          -0.71936478    -21.28826907
25.16          -0.71937020    -21.28827472
25.17          -0.71937570    -21.28828037
25.18          -0.71938128    -21.28828602
25.19          -0.71938695    -21.28829168
25.20          -0.71939270    -21.28829735
25.21          -0.71939853    -21.28830302
25.22          -0.71940444    -21.28830870
25.23          -0.71941042    -21.28831438
25.24          -0.71941649    -21.28832006
25.25          -0.71942262    -21.28832576
25.26          -0.71942884    -21.28833145
25.27          -0.71943512    -21.28833715
25.28          -0.71944148    -21.28834286
25.29          -0.71944790    -21.28834857
25.30          -0.71945440    -21.28835429
25.31          -0.71946096    -21.28836001
25.32          -0.71946758    -21.28836574
25.33          -0.71947428    -21.28837147
25.34          -0.71948103    -21.28837721
25.35          -0.71948784    -21.28838295
25.36          -0.71949472    -21.28838870
25.37          -0.71950165    -21.28839445
25.38          -0.71950864    -21.28840021
25.39          -0.71951569    -21.28840597
25.40          -0.71952279    -21.28841174
25.41          -0.71952994    -21.28841751
25.42          -0.71953715    -21.28842328
25.43          -0.71954440    -21.28842907
25.44          -0.71955171    -21.28843485
25.45          -0.71955906    -21.28844065
25.46          -0.71956646    -21.28844644
25.47          -0.71957390    -21.28845224
25.48          -0.71958138    -21.28845805
25.49          -0.71958891    -21.28846386
25.50          -0.71959647    -21.28846968
25.51          -0.71960408    -21.28847550
25.52          -0.71961172    -21.28848133
25.53          -0.71961939    -21.28848716
25.54          -0.71962710    -21.28849300
25.55          -0.71963485    -21.28849884
25.56          -0.71964262    -21.28850468
25.57          -0.71965043    -21.28851053
25.58          -0.71965826    -21.28851639
25.59          -0.71966612    -21.28852225
25.60          -0.71967401    -21.28852811
25.61          -0.71968192    -21.28853398
25.62          -0.71968985    -21.28853986
25.63          -0.71969780    -21.28854574
25.64          -0.71970577    -21.28855162
25.65          -0.71971377    -21.28855751
25.66          -0.71972177    -21.28856341
25.67          -0.71972980    -21.28856931
25.68          -0.71973784    -21.28857521
25.69          -0.71974589    -21.28858112
25.70          -0.71975395    -21.28858703
25.71          -0.71976202    -21.28859295
25.72          -0.71977010    -21.28859887
25.73          -0.71977819    -21.28860480
25.74          -0.71978628    -21.28861073
25.75          -0.71979438    -21.28861667
25.76          -0.71980248    -21.28862261
25.77          -0.71981058    -21.28862855
25.78          -0.71981868    -21.28863451
25.79          -0.71982678    -21.28864046
25.80          -0.71983488    -21.28864642
25.81          -0.71984297    -21.28865239
25.82          -0.71985106    -21.28865835
25.83          -0.71985914    -21.28866433
25.84          -0.71986722    -21.28867031
25.85          -0.71987528    -21.28867629
25.86          -0.71988333    -21.28868228
25.87          -0.71989137    -21.28868827
25.88          -0.71989940    -21.28869427
25.89          -0.71990742    -21.28870027
25.90          -0.71991541    -21.28870627
25.91          -0.71992339    -21.28871228
25.92          -0.71993136    -21.28871830
25.93          -0.71993930    -21.28872432
25.94          -0.71994722    -21.28873034
25.95          -0.71995512    -21.28873637
25.96          -0.71996299    -21.28874240
25.97          -0.71997084    -21.28874844
25.98          -0.71997867    -21.28875448
25.99          -0.71998646    -21.28876052
26.00          -0.71999423    -21.28876657
26.01          -0.72000197    -21.28877263
26.02          -0.72000968    -21.28877869
26.03          -0.72001735    -21.28878475
26.04          -0.72002500    -21.28879082
26.05          -0.72003261    -21.28879689
26.06          -0.72004018    -21.28880297
26.07          -0.72004772    -21.28880905
26.08          -0.72005521    -21.28881513
26.09          -0.72006267    -21.28882122
26.10          -0.72007009    -21.28882732
26.11          -0.72007747    -21.28883341
26.12          -0.72008481    -21.28883951
26.13          -0.72009210    -21.28884562
26.14          -0.72009935    -21.28885173
26.15          -0.72010656    -21.28885785
26.16          -0.72011371    -21.28886396
26.17          -0.72012083    -21.28887009
26.18          -0.72012789    -21.28887621
26.19          -0.72013490    -21.28888235
26.20          -0.72014186    -21.28888848
26.21          -0.72014877    -21.28889462
26.22          -0.72015563    -21.28890076
26.23          -0.72016244    -21.28890691
26.24          -0.72016919    -21.28891306
26.25          -0.72017589    -21.28891922
26.26          -0.72018253    -21.28892538
26.27          -0.72018911    -21.28893154
26.28          -0.72019564    -21.28893771
26.29          -0.72020210    -21.28894388
26.30          -0.72020851    -21.28895005
26.31          -0.72021486    -21.28895623
26.32          -0.72022115    -21.28896242
26.33          -0.72022737    -21.28896860
26.34          -0.72023353    -21.28897480
26.35          -0.72023963    -21.28898099
26.36          -0.72024566    -21.28898719
26.37          -0.72025163    -21.28899339
26.38          -0.72025754    -21.28899960
26.39          -0.72026337    -21.28900581
26.40          -0.72026914    -21.28901202
26.41          -0.72027484    -21.28901824
26.42          -0.72028047    -21.28902446
26.43          -0.72028604    -21.28903069
26.44          -0.72029153    -21.28903692
26.45          -0.72029695    -21.28904315
26.46          -0.72030231    -21.28904939
26.47          -0.72030759    -21.28905563
26.48          -0.72031279    -21.28906187
26.49          -0.72031793    -21.28906812
26.50          -0.72032299    -21.28907437
26.51          -0.72032797    -21.28908062
26.52          -0.72033289    -21.28908688
26.53          -0.72033772    -21.28909314
26.54          -0.72034248    -21.28909941
26.55          -0.72034717    -21.28910567
26.56          -0.72035177    -21.28911195
26.57          -0.72035630    -21.28911822
26.58          -0.72036076    -21.28912450
26.59          -0.72036513    -21.28913078
26.60          -0.72036943    -21.28913707
26.61          -0.72037365    -21.28914336
26.62          -0.72037778    -21.28914965
26.63          -0.72038184    -21.28915595
26.64          -0.72038582    -21.28916225
26.65          -0.72038972    -21.28916855
26.66          -0.72039354    -21.28917486
26.67          -0.72039727    -21.28918116
26.68          -0.72040093    -21.28918748
26.69          -0.72040450    -21.28919379
26.70          -0.72040799    -21.28920011
26.71          -0.72041140    -21.28920643
26.72          -0.72041473    -21.28921276
26.73          -0.72041797    -21.28921909
26.74          -0.72042114    -21.28922542
26.75          -0.72042422    -21.28923175
26.76          -0.72042721    -21.28923809
26.77          -0.72043012    -21.28924443
26.78          -0.72043295    -21.28925077
26.79          -0.72043570    -21.28925712
26.80          -0.72043836    -21.28926347
26.81          -0.72044094    -21.28926982
26.82          -0.72044343    -21.28927618
26.83          -0.72044584    -21.28928254
26.84          -0.72044816    -21.28928890
26.85          -0.72045040    -21.28929526
26.86          -0.72045256    -21.28930163
26.87          -0.72045463    -21.28930800
26.88          -0.72045662    -21.28931437
26.89          -0.72045853    -21.28932075
26.90          -0.72046035    -21.28932713
26.91          -0.72046208    -21.28933351
26.92          -0.72046373    -21.28933989
26.93          -0.72046530    -21.28934628
26.94          -0.72046678    -21.28935267
26.95          -0.72046818    -21.28935906
26.96          -0.72046950    -21.28936546
26.97          -0.72047073    -21.28937185
26.98          -0.72047188    -21.28937825
26.99          -0.72047295    -21.28938466
27.00          -0.72047393    -21.28939106
27.01          -0.72047483    -21.28939747
27.02          -0.72047564    -21.28940388
27.03          -0.72047638    -21.28941029
27.04          -0.72047703    -21.28941671
27.05          -0.72047760    -21.28942313
27.06          -0.72047808    -21.28942955
27.07          -0.72047849    -21.28943597
27.08          -0.72047881    -21.28944239
27.09          -0.72047905    -21.28944882
27.10          -0.72047922    -21.28945525
27.11          -0.72047930    -21.28946168
27.12          -0.72047930    -21.28946811
27.13          -0.72047922    -21.28947455
27.14          -0.72047906    -21.28948099
27.15          -0.72047882    -21.28948743
27.16          -0.72047850    -21.28949387
27.17          -0.72047811    -21.28950032
27.18          -0.72047763    -21.28950677
27.19          -0.72047708    -21.28951321
27.20          -0.72047645    -21.28951967
27.21          -0.72047575    -21.28952612
27.22          -0.72047496    -21.28953258
27.23          -0.72047411    -21.28953903
27.24          -0.72047317    -21.28954549
27.25          -0.72047216    -21.28955195
27.26          -0.72047108    -21.28955842
27.27          -0.72046992    -21.28956488
27.28          -0.72046869    -21.28957135
27.29          -0.72046738    -21.28957782
27.30          -0.72046600    -21.28958429
27.31          -0.72046455    -21.28959076
27.32          -0.72046303    -21.28959724
27.33          -0.72046144    -21.28960371
27.34          -0.72045978    -21.28961019
27.35          -0.72045805    -21.28961667
27.36          -0.72045624    -21.28962315
27.37          -0.72045437    -21.28962964
27.38          -0.72045243    -21.28963612
27.39          -0.72045043    -21.28964261
27.40          -0.72044835    -21.28964910
27.41          -0.72044621    -21.28965559
27.42          -0.72044401    -21.28966208
27.43          -0.72044174    -21.28966857
27.44          -0.72043940    -21.28967506
27.45          -0.72043700    -21.28968156
27.46          -0.72043454    -21.28968806
27.47          -0.72043201    -21.28969456
27.48          -0.72042943    -21.28970106
27.49          -0.72042678    -21.28970756
27.50          -0.72042407    -21.28971406
27.51          -0.72042131    -21.28972057
27.52          -0.72041848    -21.28972707
27.53          -0.72041560    -21.28973358
27.54          -0.72041265    -21.28974009
27.55          -0.72040965    -21.28974660
27.56          -0.72040660    -21.28975311
27.57          -0.72040349    -21.28975962
27.58          -0.72040032    -21.28976613
27.59          -0.72039711    -21.28977265
27.60          -0.72039383    -21.28977916
27.61          -0.72039051    -21.28978568
27.62          -0.72038713    -21.28979220
27.63          -0.72038371    -21.28979871
27.64          -0.72038023    -21.28980523
27.65          -0.72037671    -21.28981175
27.66          -0.72037313    -21.28981828
27.67          -0.72036951    -21.28982480
27.68          -0.72036584    -21.28983132
27.69          -0.72036213    -21.28983785
27.70          -0.72035837    -21.28984437
27.71          -0.72035457    -21.28985090
27.72          -0.72035072    -21.28985743
27.73          -0.72034683    -21.28986395
27.74          -0.72034290    -21.28987048
27.75          -0.72033893    -21.28987701
27.76          -0.72033491    -21.28988354
27.77          -0.72033086    -21.28989007
27.78          -0.72032677    -21.28989660
27.79          -0.72032264    -21.28990314
27.80          -0.72031848    -21.28990967
27.81          -0.72031428    -21.28991620
27.82          -0.72031004    -21.28992274
27.83          -0.72030577    -21.28992927
27.84          -0.72030147    -21.28993581
27.85          -0.72029713    -21.28994234
27.86          -0.72029276    -21.28994888
27.87          -0.72028836    -21.28995541
27.88          -0.72028393    -21.28996195
27.89          -0.72027947    -21.28996849
27.90          -0.72027499    -21.28997503
27.91          -0.72027047    -21.28998157
27.92          -0.72026593    -21.28998810
27.93          -0.72026137    -21.28999464
27.94          -0.72025678    -21.29000118
27.95          -0.72025216    -21.29000772
27.96          -0.72024753    -21.29001426
27.97          -0.72024287    -21.29002080
27.98          -0.72023819    -21.29002734
27.99          -0.72023348    -21.29003388
28.00          -0.72022876    -21.29004042
28.01          -0.72022402    -21.29004697
28.02          -0.72021927    -21.29005351
28.03          -0.72021449    -21.29006005
28.04          -0.72020970    -21.29006659
28.05          -0.72020490    -21.29007313
28.06          -0.72020008    -21.29007967
28.07          -0.72019525    -21.29008621
28.08          -0.72019040    -21.29009275
28.09          -0.72018554    -21.29009930
28.10          -0.72018068    -21.29010584
28.11          -0.72017580    -21.29011238
28.12          -0.72017091    -21.29011892
28.13          -0.72016602    -21.29012546
28.14          -0.72016111    -21.29013200
28.15          -0.72015620    -21.29013854
28.16          -0.72015129    -21.29014508
28.17          -0.72014637    -21.29015162
28.18          -0.72014145    -21.29015816
28.19          -0.72013652    -21.29016470
28.20          -0.72013159    -21.29017124
28.21          -0.72012666    -21.29017778
28.22          -0.72012173    -21.29018432
28.23          -0.72011680    -21.29019086
28.24          -0.72011187    -21.29019740
28.25          -0.72010694    -21.29020394
28.26          -0.72010202    -21.29021047
28.27          -0.72009709    -21.29021701
28.28          -0.72009218    -21.29022355
28.29          -0.72008726    -21.29023008
28.30          -0.72008236    -21.29023662
28.31          -0.72007746    -21.29024315
28.32          -0.72007256    -21.29024969
28.33          -0.72006768    -21.29025622
28.34          -0.72006281    -21.29026276
28.35          -0.72005794    -21.29026929
28.36          -0.72005309    -21.29027582
28.37          -0.72004824    -21.29028235
28.38          -0.72004341    -21.29028888
28.39          -0.72003859    -21.29029541
28.40          -0.72003379    -21.29030194
28.41          -0.72002900    -21.29030847
28.42          -0.72002423    -21.29031500
28.43          -0.72001947    -21.29032153
28.44          -0.72001472    -21.29032805
28.45          -0.72001000    -21.29033458
28.46          -0.72000529    -21.29034110
28.47          -0.72000061    -21.29034763
28.48          -0.71999594    -21.29035415
28.49          -0.71999129    -21.29036067
28.50          -0.71998666    -21.29036719
28.51          -0.71998206    -21.29037371
28.52          -0.71997747    -21.29038023
28.53          -0.71997291    -21.29038675
28.54          -0.71996838    -21.29039327
28.55          -0.71996387    -21.29039979
28.56          -0.71995938    -21.29040630
28.57          -0.71995492    -21.29041282
28.58          -0.71995048    -21.29041933
28.59          -0.71994607    -21.29042584
28.60          -0.71994169    -21.29043235
28.61          -0.71993734    -21.29043886
28.62          -0.71993302    -21.29044537
28.63          -0.71992872    -21.29045188
28.64          -0.71992446    -21.29045838
28.65          -0.71992022    -21.29046489
28.66          -0.71991602    -21.29047139
28.67          -0.71991185    -21.29047790
28.68          -0.71990771    -21.29048440
28.69          -0.71990361    -21.29049090
28.70          -0.71989953    -21.29049740
28.71          -0.71989549    -21.29050389
28.72          -0.71989149    -21.29051039
28.73          -0.71988752    -21.29051689
28.74          -0.71988359    -21.29052338
28.75          -0.71987969    -21.29052987
28.76          -0.71987583    -21.29053636
28.77          -0.71987201    -21.29054285
28.78          -0.71986822    -21.29054934
28.79          -0.71986447    -21.29055583
28.80          -0.71986076    -21.29056231
28.81          -0.71985709    -21.29056879
28.82          -0.71985346    -21.29057527
28.83          -0.71984987    -21.29058176
28.84          -0.71984632    -21.29058823
28.85          -0.71984281    -21.29059471
28.86          -0.71983934    -21.29060119
28.87          -0.71983591    -21.29060766
28.88          -0.71983253    -21.29061413
28.89          -0.71982918    -21.29062060
28.90          -0.71982588    -21.29062707
28.91          -0.71982262    -21.29063354
28.92          -0.71981941    -21.29064000
28.93          -0.71981624    -21.29064647
28.94          -0.71981312    -21.29065293
28.95          -0.71981003    -21.29065939
28.96          -0.71980700    -21.29066585
28.97          -0.71980401    -21.29067231
28.98          -0.71980106    -21.29067876
28.99          -0.71979816    -21.29068521
29.00          -0.71979531    -21.29069166
29.01          -0.71979250    -21.29069811
29.02          -0.71978974    -21.29070456
29.03          -0.71978703    -21.29071101
29.04          -0.71978436    -21.29071745
29.05          -0.71978174    -21.29072389
29.06          -0.71977917    -21.29073033
29.07          -0.71977665    -21.29073677
29.08          -0.71977417    -21.29074321
29.09          -0.71977174    -21.29074964
29.10          -0.71976937    -21.29075607
29.11          -0.71976704    -21.29076250
29.12          -0.71976476    -21.29076893
29.13          -0.71976253    -21.29077535
29.14          -0.71976034    -21.29078178
29.15          -0.71975821    -21.29078820
29.16          -0.71975613    -21.29079462
29.17          -0.71975410    -21.29080104
29.18          -0.71975211    -21.29080745
29.19          -0.71975018    -21.29081386
29.20          -0.71974830    -21.29082027
29.21          -0.71974646    -21.29082668
29.22          -0.71974468    -21.29083309
29.23          -0.71974295    -21.29083949
29.24          -0.71974127    -21.29084589
29.25          -0.71973964    -21.29085229
29.26          -0.71973806    -21.29085869
29.27          -0.71973653    -21.29086509
29.28          -0.71973505    -21.29087148
29.29          -0.71973362    -21.29087787
29.30          -0.71973225    -21.29088426
29.31          -0.71973092    -21.29089064
29.32          -0.71972964    -21.29089703
29.33          -0.71972842    -21.29090341
29.34          -0.71972725    -21.29090979
29.35          -0.71972612    -21.29091616
29.36          -0.71972505    -21.29092254
29.37          -0.71972403    -21.29092891
29.38          -0.71972306    -21.29093528
29.39          -0.71972214    -21.29094164
29.40          -0.71972127    -21.29094801
29.41          -0.71972045    -21.29095437
29.42          -0.71971969    -21.29096073
29.43          -0.71971897    -21.29096708
29.44          -0.71971830    -21.29097344
29.45          -0.71971769    -21.29097979
29.46          -0.71971712    -21.29098614
29.47          -0.71971660    -21.29099248
29.48          -0.71971613    -21.29099883
29.49          -0.71971572    -21.29100517
29.50          -0.71971535    -21.29101151
29.51          -0.71971503    -21.29101784
29.52          -0.71971476    -21.29102417
29.53          -0.71971454    -21.29103050
29.54          -0.71971437    -21.29103683
29.55          -0.71971425    -21.29104316
29.56          -0.71971418    -21.29104948
29.57          -0.71971415    -21.29105580
29.58          -0.71971418    -21.29106212
29.59          -0.71971425    -21.29106843
29.60          -0.71971437    -21.29107474
29.61          -0.71971453    -21.29108105
29.62          -0.71971475    -21.29108735
29.63          -0.71971501    -21.29109366
29.64          -0.71971532    -21.29109996
29.65          -0.71971567    -21.29110625
29.66          -0.71971607    -21.29111255
29.67          -0.71971652    -21.29111884
29.68          -0.71971702    -21.29112513
29.69          -0.71971755    -21.29113141
29.70          -0.71971814    -21.29113769
29.71          -0.71971877    -21.29114397
29.72          -0.71971944    -21.29115025
29.73          -0.71972016    -21.29115652
29.74          -0.71972092    -21.29116279
29.75          -0.71972173    -21.29116906
29.76          -0.71972258    -21.29117533
29.77          -0.71972347    -21.29118159
29.78          -0.71972440    -21.29118785
29.79          -0.71972538    -21.29119410
29.80          -0.71972640    -21.29120035
29.81          -0.71972746    -21.29120660
29.82          -0.71972857    -21.29121285
29.83          -0.71972971    -21.29121909
29.84          -0.71973090    -21.29122533
29.85          -0.71973212    -21.29123157
29.86          -0.71973339    -21.29123780
29.87          -0.71973469    -21.29124403
29.88          -0.71973604    -21.29125026
29.89          -0.71973742    -21.29125649
29.90          -0.71973884    -21.29126271
29.91          -0.71974030    -21.29126892
29.92          -0.71974179    -21.29127514
29.93          -0.71974333    -21.29128135
29.94          -0.71974490    -21.29128756
29.95          -0.71974651    -21.29129376
29.96          -0.71974815    -21.29129996
29.97          -0.71974983    -21.29130616
29.98          -0.71975154    -21.29131236
29.99          -0.71975329    -21.29131855
30.00          -0.71975507    -21.29132474
30.01          -0.71975689    -21.29133092
30.02          -0.71975873    -21.29133710
30.03          -0.71976062    -21.29134328
30.04          -0.71976253    -21.29134946
30.05          -0.71976448    -21.29135563
30.06          -0.71976645    -21.29136180
30.07          -0.71976846    -21.29136796
30.08          -0.71977050    -21.29137412
30.09          -0.71977257    -21.29138028
30.10          -0.71977467    -21.29138643
30.11          -0.71977680    -21.29139258
30.12          -0.71977895    -21.29139873
30.13          -0.71978114    -21.29140487
30.14          -0.71978335    -21.29141101
30.15          -0.71978559    -21.29141715
30.16          -0.71978785    -21.29142328
30.17          -0.71979014    -21.29142941
30.18          -0.71979246    -21.29143554
30.19          -0.71979480    -21.29144166
30.20          -0.71979717    -21.29144778
30.21          -0.71979956    -21.29145389
30.22          -0.71980198    -21.29146001
30.23          -0.71980441    -21.29146611
30.24          -0.71980687    -21.29147222
30.25          -0.71980936    -21.29147832
30.26          -0.71981186    -21.29148441
30.27          -0.71981439    -21.29149051
30.28          -0.71981693    -21.29149660
30.29          -0.71981950    -21.29150268
30.30          -0.71982208    -21.29150876
30.31          -0.71982469    -21.29151484
30.32          -0.71982731    -21.29152091
30.33          -0.71982995    -21.29152698
30.34          -0.71983261    -21.29153305
30.35          -0.71983528    -21.29153911
30.36          -0.71983797    -21.29154517
30.37          -0.71984068    -21.29155123
30.38          -0.71984340    -21.29155728
30.39          -0.71984614    -21.29156333
30.40          -0.71984889    -21.29156937
30.41          -0.71985166    -21.29157541
30.42          -0.71985444    -21.29158144
30.43          -0.71985723    -21.29158748
30.44          -0.71986003    -21.29159350
30.45          -0.71986285    -21.29159953
30.46          -0.71986567    -21.29160555
30.47          -0.71986851    -21.29161156
30.48          -0.71987135    -21.29161757
30.49          -0.71987421    -21.29162358
30.50          -0.71987708    -21.29162958
30.51          -0.71987995    -21.29163558
30.52          -0.71988283    -21.29164158
30.53          -0.71988572    -21.29164757
30.54          -0.71988862    -21.29165356
30.55          -0.71989152    -21.29165954
30.56          -0.71989443    -21.29166552
30.57          -0.71989734    -21.29167150
30.58          -0.71990026    -21.29167747
30.59          -0.71990318    -21.29168343
30.60          -0.71990611    -21.29168940
30.61          -0.71990904    -21.29169535
30.62          -0.71991197    -21.29170131
30.63          -0.71991490    -21.29170726
30.64          -0.71991784    -21.29171320
30.65          -0.71992078    -21.29171915
30.66          -0.71992371    -21.29172508
30.67          -0.71992665    -21.29173102
30.68          -0.71992959    -21.29173694
30.69          -0.71993253    -21.29174287
30.70          -0.71993547    -21.29174879
30.71          -0.71993840    -21.29175470
30.72          -0.71994133    -21.29176061
30.73          -0.71994426    -21.29176652
30.74          -0.71994719    -21.29177242
30.75          -0.71995011    -21.29177832
30.76          -0.71995303    -21.29178422
30.77          -0.71995594    -21.29179011
30.78          -0.71995885    -21.29179599
30.79          -0.71996175    -21.29180187
30.80          -0.71996465    -21.29180775
30.81          -0.71996754    -21.29181362
30.82          -0.71997042    -21.29181949
30.83          -0.71997330    -21.29182535
30.84          -0.71997617    -21.29183121
30.85          -0.71997903    -21.29183706
30.86          -0.71998188    -21.29184291
30.87          -0.71998472    -21.29184875
30.88          -0.71998755    -21.29185459
30.89          -0.71999037    -21.29186043
30.90          -0.71999318    -21.29186626
30.91          -0.71999598    -21.29187208
30.92          -0.71999877    -21.29187791
30.93          -0.72000155    -21.29188372
30.94          -0.72000431    -21.29188953
30.95          -0.72000706    -21.29189534
30.96          -0.72000980    -21.29190114
30.97          -0.72001253    -21.29190694
30.98          -0.72001524    -21.29191274
30.99          -0.72001793    -21.29191852
31.00          -0.72002061    -21.29192431
31.01          -0.72002328    -21.29193009
31.02          -0.72002593    -21.29193586
31.03          -0.72002856    -21.29194163
