Time (s)	Float Heave (m)	Spar Heave (m)
139.98	-0.720001424	-21.2896401
140.04	-0.720001264	-21.28968033
140.1	-0.720001105	-21.2897206
140.16	-0.720000945	-21.28976089
140.22	-0.720000785	-21.28980121
140.28	-0.720000625	-21.28984155
140.34	-0.720000465	-21.2898819
140.4	-0.720000305	-21.28992227
140.46	-0.720000144	-21.28996264
140.52	-0.719999984	-21.29000302
140.58	-0.719999824	-21.29004339
140.64	-0.719999664	-21.29008377
140.7	-0.719999504	-21.29012413
140.76	-0.719999344	-21.29016448
140.82	-0.719999184	-21.29020482
140.88	-0.719999024	-21.29024513
140.94	-0.719998864	-21.29028542
141	-0.719998704	-21.29032568
141.06	-0.719998545	-21.29036591
141.12	-0.719998385	-21.2904061
141.18	-0.719998226	-21.29044625
141.24	-0.719998067	-21.29048636
141.3	-0.719997908	-21.29052641
141.36	-0.719997749	-21.29056641
141.42	-0.719997591	-21.29060636
141.48	-0.719997432	-21.29064624
141.54	-0.719997274	-21.29068606
141.6	-0.719997117	-21.29072581
141.66	-0.719996959	-21.29076549
141.72	-0.719996802	-21.29080509
141.78	-0.719996646	-21.29084461
141.84	-0.719996489	-21.29088405
141.9	-0.719996333	-21.29092339
141.96	-0.719996177	-21.29096264
142.02	-0.719996022	-21.2910018
142.08	-0.719995867	-21.29104085
142.14	-0.719995713	-21.2910798
142.2	-0.719995558	-21.29111864
142.26	-0.719995405	-21.29115736
142.32	-0.719995252	-21.29119597
142.38	-0.719995099	-21.29123446
142.44	-0.719994947	-21.29127283
142.5	-0.719994795	-21.29131107
142.56	-0.719994644	-21.29134917
142.62	-0.719994493	-21.29138714
142.68	-0.719994343	-21.29142497
142.74	-0.719994194	-21.29146265
142.8	-0.719994045	-21.29150019
142.86	-0.719993897	-21.29153758
142.92	-0.719993749	-21.29157481
142.98	-0.719993602	-21.29161188
143.04	-0.719993455	-21.29164879
143.1	-0.71999331	-21.29168554
143.16	-0.719993165	-21.29172211
143.22	-0.71999302	-21.29175851
143.28	-0.719992877	-21.29179474
143.34	-0.719992734	-21.29183078
143.4	-0.719992591	-21.29186664
143.46	-0.71999245	-21.29190231
143.52	-0.719992309	-21.29193779
143.58	-0.719992169	-21.29197307
143.64	-0.71999203	-21.29200815
143.7	-0.719991892	-21.29204303
143.76	-0.719991754	-21.29207771
143.82	-0.719991617	-21.29211217
143.88	-0.719991481	-21.29214643
143.94	-0.719991346	-21.29218046
144	-0.719991212	-21.29221428
144.06	-0.719991079	-21.29224787
144.12	-0.719990947	-21.29228124
144.18	-0.719990815	-21.29231438
144.24	-0.719990685	-21.29234728
144.3	-0.719990555	-21.29237995
144.36	-0.719990427	-21.29241238
144.42	-0.719990299	-21.29244456
144.48	-0.719990172	-21.2924765
144.54	-0.719990047	-21.29250819
144.6	-0.719989922	-21.29253962
144.66	-0.719989798	-21.2925708
144.72	-0.719989676	-21.29260172
144.78	-0.719989554	-21.29263238
144.84	-0.719989433	-21.29266277
144.9	-0.719989314	-21.29269289
144.96	-0.719989196	-21.29272275
145.02	-0.719989078	-21.29275232
145.08	-0.719988962	-21.29278163
145.14	-0.719988847	-21.29281065
145.2	-0.719988733	-21.29283938
145.26	-0.71998862	-21.29286783
145.32	-0.719988508	-21.29289599
145.38	-0.719988398	-21.29292386
145.44	-0.719988288	-21.29295144
145.5	-0.71998818	-21.29297872
145.56	-0.719988073	-21.29300569
145.62	-0.719987967	-21.29303237
145.68	-0.719987863	-21.29305874
145.74	-0.71998776	-21.2930848
145.8	-0.719987657	-21.29311055
145.86	-0.719987557	-21.29313598
145.92	-0.719987457	-21.2931611
145.98	-0.719987359	-21.2931859
146.04	-0.719987261	-21.29321038
146.1	-0.719987166	-21.29323454
146.16	-0.719987071	-21.29325837
146.22	-0.719986978	-21.29328187
146.28	-0.719986886	-21.29330504
146.34	-0.719986796	-21.29332788
146.4	-0.719986706	-21.29335038
146.46	-0.719986618	-21.29337254
146.52	-0.719986532	-21.29339437
146.58	-0.719986447	-21.29341585
146.64	-0.719986363	-21.29343699
146.7	-0.71998628	-21.29345778
146.76	-0.719986199	-21.29347822
146.82	-0.71998612	-21.29349831
146.88	-0.719986041	-21.29351805
146.94	-0.719985964	-21.29353744
147	-0.719985889	-21.29355647
147.06	-0.719985815	-21.29357514
147.12	-0.719985742	-21.29359345
147.18	-0.719985671	-21.29361139
147.24	-0.719985601	-21.29362898
147.3	-0.719985533	-21.29364619
147.36	-0.719985466	-21.29366304
147.42	-0.719985401	-21.29367952
147.48	-0.719985337	-21.29369563
147.54	-0.719985275	-21.29371137
147.6	-0.719985214	-21.29372673
147.66	-0.719985154	-21.29374172
147.72	-0.719985097	-21.29375633
147.78	-0.71998504	-21.29377056
147.84	-0.719984985	-21.29378442
147.9	-0.719984932	-21.29379789
147.96	-0.71998488	-21.29381097
148.02	-0.71998483	-21.29382368
148.08	-0.719984781	-21.29383599
148.14	-0.719984733	-21.29384792
148.2	-0.719984688	-21.29385947
148.26	-0.719984643	-21.29387062
148.32	-0.719984601	-21.29388139
148.38	-0.71998456	-21.29389176
148.44	-0.71998452	-21.29390174
148.5	-0.719984482	-21.29391132
148.56	-0.719984446	-21.29392052
148.62	-0.719984411	-21.29392932
148.68	-0.719984378	-21.29393772
148.74	-0.719984346	-21.29394572
148.8	-0.719984316	-21.29395333
148.86	-0.719984287	-21.29396054
148.92	-0.71998426	-21.29396734
148.98	-0.719984235	-21.29397375
149.04	-0.719984211	-21.29397976
149.1	-0.719984189	-21.29398537
149.16	-0.719984168	-21.29399058
149.22	-0.719984149	-21.29399538
149.28	-0.719984132	-21.29399978
149.34	-0.719984116	-21.29400378
149.4	-0.719984102	-21.29400737
149.46	-0.719984089	-21.29401056
149.52	-0.719984078	-21.29401335
149.58	-0.719984069	-21.29401573
149.64	-0.719984061	-21.2940177
149.7	-0.719984055	-21.29401927
149.76	-0.71998405	-21.29402044
149.82	-0.719984047	-21.2940212
149.88	-0.719984046	-21.29402156
149.94	-0.719984046	-21.29402151
150	-0.719984048	-21.29402105
150.06	-0.719984051	-21.29402019
150.12	-0.719984056	-21.29401893
150.18	-0.719984063	-21.29401725
150.24	-0.719984071	-21.29401518
150.3	-0.719984081	-21.2940127
150.36	-0.719984093	-21.29400981
150.42	-0.719984106	-21.29400652
150.48	-0.71998412	-21.29400283
150.54	-0.719984137	-21.29399873
150.6	-0.719984155	-21.29399423
150.66	-0.719984174	-21.29398933
150.72	-0.719984195	-21.29398403
150.78	-0.719984218	-21.29397832
150.84	-0.719984242	-21.29397221
150.9	-0.719984268	-21.29396571
150.96	-0.719984295	-21.2939588
151.02	-0.719984324	-21.29395149
151.08	-0.719984355	-21.29394379
151.14	-0.719984387	-21.29393569
151.2	-0.719984421	-21.29392719
151.26	-0.719984456	-21.29391829
151.32	-0.719984493	-21.293909
151.38	-0.719984532	-21.29389932
151.44	-0.719984572	-21.29388924
151.5	-0.719984613	-21.29387877
151.56	-0.719984656	-21.29386791
151.62	-0.719984701	-21.29385666
151.68	-0.719984747	-21.29384502
151.74	-0.719984795	-21.293833
151.8	-0.719984844	-21.29382059
151.86	-0.719984895	-21.29380779
151.92	-0.719984947	-21.29379461
151.98	-0.719985001	-21.29378104
152.04	-0.719985056	-21.2937671
152.1	-0.719985113	-21.29375277
152.16	-0.719985172	-21.29373807
152.22	-0.719985232	-21.29372299
152.28	-0.719985293	-21.29370753
152.34	-0.719985356	-21.29369171
152.4	-0.71998542	-21.2936755
152.46	-0.719985486	-21.29365893
152.52	-0.719985553	-21.29364199
152.58	-0.719985622	-21.29362468
152.64	-0.719985692	-21.29360701
152.7	-0.719985764	-21.29358898
152.76	-0.719985837	-21.29357058
152.82	-0.719985911	-21.29355182
152.88	-0.719985987	-21.2935327
152.94	-0.719986064	-21.29351323
153	-0.719986143	-21.2934934
153.06	-0.719986223	-21.29347323
153.12	-0.719986304	-21.2934527
153.18	-0.719986387	-21.29343182
153.24	-0.719986471	-21.2934106
153.3	-0.719986557	-21.29338903
153.36	-0.719986644	-21.29336712
153.42	-0.719986732	-21.29334488
153.48	-0.719986822	-21.29332229
153.54	-0.719986913	-21.29329937
153.6	-0.719987005	-21.29327612
153.66	-0.719987099	-21.29325254
153.72	-0.719987194	-21.29322863
153.78	-0.71998729	-21.29320439
153.84	-0.719987387	-21.29317983
153.9	-0.719987486	-21.29315495
153.96	-0.719987586	-21.29312976
154.02	-0.719987687	-21.29310424
154.08	-0.71998779	-21.29307842
154.14	-0.719987893	-21.29305228
154.2	-0.719987998	-21.29302584
154.26	-0.719988105	-21.29299909
154.32	-0.719988212	-21.29297204
154.38	-0.71998832	-21.29294469
154.44	-0.71998843	-21.29291704
154.5	-0.719988541	-21.2928891
154.56	-0.719988653	-21.29286087
154.62	-0.719988766	-21.29283235
154.68	-0.719988881	-21.29280354
154.74	-0.719988996	-21.29277445
154.8	-0.719989112	-21.29274508
154.86	-0.71998923	-21.29271544
154.92	-0.719989349	-21.29268552
154.98	-0.719989469	-21.29265533
155.04	-0.719989589	-21.29262487
155.1	-0.719989711	-21.29259415
155.16	-0.719989834	-21.29256317
155.22	-0.719989958	-21.29253193
155.28	-0.719990083	-21.29250043
155.34	-0.719990209	-21.29246868
155.4	-0.719990336	-21.29243668
155.46	-0.719990464	-21.29240444
155.52	-0.719990593	-21.29237195
155.58	-0.719990723	-21.29233923
155.64	-0.719990854	-21.29230627
155.7	-0.719990985	-21.29227307
155.76	-0.719991118	-21.29223965
155.82	-0.719991252	-21.292206
155.88	-0.719991386	-21.29217213
155.94	-0.719991521	-21.29213804
156	-0.719991657	-21.29210374
156.06	-0.719991794	-21.29206922
156.12	-0.719991932	-21.29203449
156.18	-0.719992071	-21.29199956
156.24	-0.71999221	-21.29196443
156.3	-0.71999235	-21.2919291
156.36	-0.719992491	-21.29189358
156.42	-0.719992633	-21.29185786
156.48	-0.719992775	-21.29182196
156.54	-0.719992918	-21.29178587
156.6	-0.719993062	-21.29174961
156.66	-0.719993207	-21.29171316
156.72	-0.719993352	-21.29167655
156.78	-0.719993498	-21.29163976
156.84	-0.719993645	-21.29160281
156.9	-0.719993792	-21.2915657
156.96	-0.71999394	-21.29152843
157.02	-0.719994088	-21.29149101
157.08	-0.719994237	-21.29145344
157.14	-0.719994387	-21.29141572
157.2	-0.719994537	-21.29137785
157.26	-0.719994688	-21.29133985
157.32	-0.719994839	-21.29130171
157.38	-0.719994991	-21.29126345
157.44	-0.719995144	-21.29122505
157.5	-0.719995296	-21.29118653
157.56	-0.71999545	-21.29114789
157.62	-0.719995603	-21.29110914
157.68	-0.719995758	-21.29107028
157.74	-0.719995912	-21.2910313
157.8	-0.719996067	-21.29099222
157.86	-0.719996223	-21.29095305
157.92	-0.719996379	-21.29091377
157.98	-0.719996535	-21.29087441
158.04	-0.719996691	-21.29083495
158.1	-0.719996848	-21.29079541
158.16	-0.719997005	-21.2907558
158.22	-0.719997163	-21.2907161
158.28	-0.719997321	-21.29067634
158.34	-0.719997479	-21.2906365
158.4	-0.719997637	-21.2905966
158.46	-0.719997795	-21.29055664
158.52	-0.719997954	-21.29051663
158.58	-0.719998113	-21.29047656
158.64	-0.719998272	-21.29043645
158.7	-0.719998432	-21.29039629
158.76	-0.719998591	-21.29035609
158.82	-0.719998751	-21.29031585
158.88	-0.71999891	-21.29027559
158.94	-0.71999907	-21.29023529
159	-0.71999923	-21.29019497
159.06	-0.71999939	-21.29015463
159.12	-0.71999955	-21.29011428
159.18	-0.719999711	-21.29007392
159.24	-0.719999871	-21.29003354
159.3	-0.720000031	-21.28999317
159.36	-0.720000191	-21.28995279
159.42	-0.720000351	-21.28991242
159.48	-0.720000511	-21.28987206
159.54	-0.720000671	-21.28983171
159.6	-0.720000831	-21.28979138
159.66	-0.720000991	-21.28975107
159.72	-0.720001151	-21.28971078
159.78	-0.720001311	-21.28967053
159.84	-0.72000147	-21.2896303
159.9	-0.72000163	-21.28959012
159.96	-0.720001789	-21.28954997
160.02	-0.720001948	-21.28950987
160.08	-0.720002107	-21.28946982
160.14	-0.720002266	-21.28942983
160.2	-0.720002424	-21.28938989
160.26	-0.720002582	-21.28935001
160.32	-0.72000274	-21.2893102
160.38	-0.720002898	-21.28927046
160.44	-0.720003055	-21.28923079
160.5	-0.720003212	-21.2891912
160.56	-0.720003369	-21.28915169
160.62	-0.720003526	-21.28911226
160.68	-0.720003682	-21.28907293
160.74	-0.720003837	-21.28903369
160.8	-0.720003993	-21.28899454
160.86	-0.720004147	-21.2889555
160.92	-0.720004302	-21.28891656
160.98	-0.720004456	-21.28887774
161.04	-0.720004609	-21.28883902
161.1	-0.720004763	-21.28880042
161.16	-0.720004915	-21.28876195
161.22	-0.720005067	-21.2887236
161.28	-0.720005219	-21.28868537
161.34	-0.72000537	-21.28864728
161.4	-0.720005521	-21.28860933
161.46	-0.720005671	-21.28857151
161.52	-0.72000582	-21.28853384
161.58	-0.720005969	-21.28849632
161.64	-0.720006117	-21.28845895
161.7	-0.720006265	-21.28842173
161.76	-0.720006412	-21.28838468
161.82	-0.720006558	-21.28834778
161.88	-0.720006704	-21.28831106
161.94	-0.720006849	-21.2882745
162	-0.720006993	-21.28823812
162.06	-0.720007137	-21.28820191
162.12	-0.72000728	-21.28816589
162.18	-0.720007422	-21.28813005
162.24	-0.720007563	-21.2880944
162.3	-0.720007704	-21.28805894
162.36	-0.720007844	-21.28802368
162.42	-0.720007983	-21.28798861
162.48	-0.720008121	-21.28795375
162.54	-0.720008259	-21.2879191
162.6	-0.720008395	-21.28788465
162.66	-0.720008531	-21.28785042
162.72	-0.720008666	-21.28781641
162.78	-0.7200088	-21.28778261
162.84	-0.720008933	-21.28774904
162.9	-0.720009065	-21.2877157
162.96	-0.720009197	-21.28768258
163.02	-0.720009327	-21.2876497
163.08	-0.720009457	-21.28761706
163.14	-0.720009585	-21.28758466
163.2	-0.720009713	-21.2875525
163.26	-0.720009839	-21.28752058
163.32	-0.720009965	-21.28748892
163.38	-0.72001009	-21.28745751
163.44	-0.720010213	-21.28742636
163.5	-0.720010336	-21.28739546
163.56	-0.720010457	-21.28736483
163.62	-0.720010578	-21.28733447
163.68	-0.720010697	-21.28730437
163.74	-0.720010815	-21.28727454
163.8	-0.720010932	-21.28724499
163.86	-0.720011049	-21.28721572
163.92	-0.720011164	-21.28718673
163.98	-0.720011277	-21.28715802
164.04	-0.72001139	-21.28712959
164.1	-0.720011502	-21.28710146
164.16	-0.720011612	-21.28707362
164.22	-0.720011721	-21.28704607
164.28	-0.720011829	-21.28701883
164.34	-0.720011936	-21.28699188
164.4	-0.720012042	-21.28696523
164.46	-0.720012146	-21.2869389
164.52	-0.72001225	-21.28691287
164.58	-0.720012352	-21.28688715
164.64	-0.720012452	-21.28686174
164.7	-0.720012552	-21.28683665
164.76	-0.72001265	-21.28681188
164.82	-0.720012747	-21.28678744
164.88	-0.720012843	-21.28676331
164.94	-0.720012937	-21.28673951
165	-0.72001303	-21.28671604
165.06	-0.720013122	-21.28669291
165.12	-0.720013213	-21.2866701
165.18	-0.720013302	-21.28664763
165.24	-0.720013389	-21.2866255
165.3	-0.720013476	-21.28660371
165.36	-0.720013561	-21.28658226
165.42	-0.720013645	-21.28656115
165.48	-0.720013727	-21.2865404
165.54	-0.720013808	-21.28651999
165.6	-0.720013887	-21.28649993
165.66	-0.720013966	-21.28648022
165.72	-0.720014042	-21.28646087
165.78	-0.720014118	-21.28644188
165.84	-0.720014191	-21.28642324
165.9	-0.720014264	-21.28640497
165.96	-0.720014335	-21.28638706
166.02	-0.720014405	-21.28636951
166.08	-0.720014473	-21.28635233
166.14	-0.720014539	-21.28633551
166.2	-0.720014605	-21.28631907
166.26	-0.720014668	-21.28630299
166.32	-0.720014731	-21.28628729
166.38	-0.720014791	-21.28627197
166.44	-0.720014851	-21.28625701
166.5	-0.720014908	-21.28624244
166.56	-0.720014965	-21.28622824
166.62	-0.720015019	-21.28621443
166.68	-0.720015073	-21.286201
166.74	-0.720015124	-21.28618795
166.8	-0.720015175	-21.28617528
166.86	-0.720015223	-21.286163
166.92	-0.72001527	-21.2861511
166.98	-0.720015316	-21.2861396
167.04	-0.72001536	-21.28612848
167.1	-0.720015403	-21.28611776
167.16	-0.720015444	-21.28610742
167.22	-0.720015483	-21.28609748
167.28	-0.720015521	-21.28608793
167.34	-0.720015557	-21.28607877
167.4	-0.720015592	-21.28607001
167.46	-0.720015625	-21.28606165
167.52	-0.720015657	-21.28605368
167.58	-0.720015687	-21.28604611
167.64	-0.720015715	-21.28603894
167.7	-0.720015742	-21.28603217
167.76	-0.720015767	-21.2860258
167.82	-0.720015791	-21.28601983
167.88	-0.720015813	-21.28601426
167.94	-0.720015833	-21.2860091
168	-0.720015852	-21.28600433
168.06	-0.720015869	-21.28599997
168.12	-0.720015885	-21.28599601
168.18	-0.720015899	-21.28599245
168.24	-0.720015912	-21.2859893
168.3	-0.720015922	-21.28598655
168.36	-0.720015932	-21.28598421
168.42	-0.720015939	-21.28598227
168.48	-0.720015945	-21.28598074
168.54	-0.72001595	-21.28597961
168.6	-0.720015953	-21.28597889
168.66	-0.720015954	-21.28597857
168.72	-0.720015953	-21.28597866
168.78	-0.720015951	-21.28597916
168.84	-0.720015948	-21.28598005
168.9	-0.720015943	-21.28598136
168.96	-0.720015936	-21.28598307
169.02	-0.720015927	-21.28598518
169.08	-0.720015917	-21.2859877
169.14	-0.720015906	-21.28599062
169.2	-0.720015892	-21.28599395
169.26	-0.720015878	-21.28599768
169.32	-0.720015861	-21.28600182
169.38	-0.720015843	-21.28600635
169.44	-0.720015824	-21.2860113
169.5	-0.720015802	-21.28601664
169.56	-0.720015779	-21.28602238
169.62	-0.720015755	-21.28602853
169.68	-0.720015729	-21.28603507
169.74	-0.720015701	-21.28604202
169.8	-0.720015672	-21.28604936
169.86	-0.720015642	-21.2860571
169.92	-0.720015609	-21.28606524
169.98	-0.720015575	-21.28607378
170.04	-0.72001554	-21.28608271
170.1	-0.720015503	-21.28609204
170.16	-0.720015464	-21.28610176
170.22	-0.720015424	-21.28611187
170.28	-0.720015382	-21.28612238
170.34	-0.720015339	-21.28613327
170.4	-0.720015294	-21.28614456
170.46	-0.720015248	-21.28615623
170.52	-0.7200152	-21.2861683
170.58	-0.720015151	-21.28618074
170.64	-0.7200151	-21.28619358
170.7	-0.720015047	-21.28620679
170.76	-0.720014993	-21.28622039
170.82	-0.720014938	-21.28623437
170.88	-0.720014881	-21.28624873
170.94	-0.720014822	-21.28626347
171	-0.720014762	-21.28627859
171.06	-0.720014701	-21.28629408
171.12	-0.720014638	-21.28630994
171.18	-0.720014573	-21.28632618
171.24	-0.720014507	-21.28634278
171.3	-0.72001444	-21.28635976
171.36	-0.720014371	-21.2863771
171.42	-0.720014301	-21.28639481
171.48	-0.720014229	-21.28641288
171.54	-0.720014156	-21.28643131
171.6	-0.720014081	-21.2864501
171.66	-0.720014005	-21.28646925
171.72	-0.720013928	-21.28648875
171.78	-0.720013849	-21.28650861
171.84	-0.720013769	-21.28652882
171.9	-0.720013687	-21.28654938
171.96	-0.720013604	-21.28657029
172.02	-0.72001352	-21.28659155
172.08	-0.720013434	-21.28661315
172.14	-0.720013347	-21.28663508
172.2	-0.720013259	-21.28665736
172.26	-0.720013169	-21.28667998
172.32	-0.720013078	-21.28670293
172.38	-0.720012986	-21.28672621
172.44	-0.720012892	-21.28674982
172.5	-0.720012797	-21.28677376
172.56	-0.720012701	-21.28679803
172.62	-0.720012603	-21.28682262
172.68	-0.720012504	-21.28684753
172.74	-0.720012404	-21.28687275
172.8	-0.720012303	-21.28689829
172.86	-0.7200122	-21.28692415
172.92	-0.720012096	-21.28695031
172.98	-0.720011991	-21.28697678
173.04	-0.720011885	-21.28700356
173.1	-0.720011777	-21.28703064
173.16	-0.720011669	-21.28705802
173.22	-0.720011559	-21.28708569
173.28	-0.720011448	-21.28711366
173.34	-0.720011336	-21.28714192
173.4	-0.720011223	-21.28717046
173.46	-0.720011108	-21.2871993
173.52	-0.720010993	-21.28722841
173.58	-0.720010876	-21.2872578
173.64	-0.720010758	-21.28728747
173.7	-0.72001064	-21.28731742
173.76	-0.72001052	-21.28734763
173.82	-0.720010399	-21.28737811
173.88	-0.720010277	-21.28740886
173.94	-0.720010154	-21.28743987
174	-0.72001003	-21.28747113
174.06	-0.720009905	-21.28750265
174.12	-0.720009778	-21.28753442
174.18	-0.720009651	-21.28756644
174.24	-0.720009523	-21.28759871
174.3	-0.720009394	-21.28763122
174.36	-0.720009264	-21.28766396
174.42	-0.720009134	-21.28769694
174.48	-0.720009002	-21.28773016
174.54	-0.720008869	-21.2877636
174.6	-0.720008736	-21.28779727
174.66	-0.720008601	-21.28783116
174.72	-0.720008466	-21.28786527
174.78	-0.72000833	-21.28789959
174.84	-0.720008192	-21.28793413
174.9	-0.720008055	-21.28796887
174.96	-0.720007916	-21.28800382
175.02	-0.720007776	-21.28803897
175.08	-0.720007636	-21.28807432
175.14	-0.720007495	-21.28810986
175.2	-0.720007353	-21.28814559
175.26	-0.720007211	-21.28818151
175.32	-0.720007068	-21.28821761
175.38	-0.720006924	-21.28825389
175.44	-0.720006779	-21.28829035
175.5	-0.720006634	-21.28832698
175.56	-0.720006488	-21.28836378
175.62	-0.720006341	-21.28840074
175.68	-0.720006194	-21.28843787
175.74	-0.720006046	-21.28847515
175.8	-0.720005897	-21.28851259
175.86	-0.720005748	-21.28855018
175.92	-0.720005599	-21.28858791
175.98	-0.720005448	-21.28862578
176.04	-0.720005297	-21.2886638
176.1	-0.720005146	-21.28870194
176.16	-0.720004994	-21.28874022
176.22	-0.720004842	-21.28877863
176.28	-0.720004689	-21.28881716
176.34	-0.720004536	-21.2888558
176.4	-0.720004382	-21.28889457
176.46	-0.720004228	-21.28893344
176.52	-0.720004073	-21.28897242
176.58	-0.720003918	-21.28901151
176.64	-0.720003762	-21.2890507
176.7	-0.720003607	-21.28908998
176.76	-0.72000345	-21.28912935
176.82	-0.720003294	-21.28916881
176.88	-0.720003137	-21.28920835
176.94	-0.72000298	-21.28924798
177	-0.720002822	-21.28928768
177.06	-0.720002664	-21.28932745
177.12	-0.720002506	-21.28936729
177.18	-0.720002348	-21.28940719
177.24	-0.720002189	-21.28944716
177.3	-0.720002031	-21.28948718
177.36	-0.720001872	-21.28952725
177.42	-0.720001713	-21.28956736
177.48	-0.720001553	-21.28960753
177.54	-0.720001394	-21.28964773
177.6	-0.720001234	-21.28968796
177.66	-0.720001074	-21.28972823
177.72	-0.720000915	-21.28976853
177.78	-0.720000755	-21.28980885
177.84	-0.720000595	-21.28984918
177.9	-0.720000434	-21.28988954
177.96	-0.720000274	-21.2899299
178.02	-0.720000114	-21.28997027
178.08	-0.719999954	-21.29001065
178.14	-0.719999794	-21.29005102
178.2	-0.719999634	-21.29009139
178.26	-0.719999474	-21.29013175
178.32	-0.719999313	-21.2901721
178.38	-0.719999153	-21.29021242
178.44	-0.719998994	-21.29025273
178.5	-0.719998834	-21.29029301
178.56	-0.719998674	-21.29033326
178.62	-0.719998515	-21.29037348
178.68	-0.719998355	-21.29041366
178.74	-0.719998196	-21.2904538
178.8	-0.719998037	-21.2904939
178.86	-0.719997878	-21.29053394
178.92	-0.719997719	-21.29057393
178.98	-0.719997561	-21.29061386
179.04	-0.719997403	-21.29065373
179.1	-0.719997245	-21.29069354
179.16	-0.719997087	-21.29073327
179.22	-0.71999693	-21.29077293
179.28	-0.719996773	-21.29081251
179.34	-0.719996616	-21.29085201
179.4	-0.71999646	-21.29089143
179.46	-0.719996304	-21.29093075
179.52	-0.719996148	-21.29096998
179.58	-0.719995993	-21.29100911
179.64	-0.719995838	-21.29104815
179.7	-0.719995684	-21.29108707
179.76	-0.71999553	-21.29112589
179.82	-0.719995376	-21.29116459
179.88	-0.719995223	-21.29120317
179.94	-0.719995071	-21.29124164
180	-0.719994918	-21.29127998
180.06	-0.719994767	-21.29131819
180.12	-0.719994616	-21.29135626
180.18	-0.719994465	-21.2913942
180.24	-0.719994315	-21.291432
180.3	-0.719994166	-21.29146966
180.36	-0.719994017	-21.29150716
180.42	-0.719993869	-21.29154452
180.48	-0.719993722	-21.29158172
180.54	-0.719993575	-21.29161876
180.6	-0.719993428	-21.29165564
180.66	-0.719993283	-21.29169235
180.72	-0.719993138	-21.29172888
180.78	-0.719992993	-21.29176525
180.84	-0.71999285	-21.29180144
180.9	-0.719992707	-21.29183744
180.96	-0.719992565	-21.29187326
181.02	-0.719992424	-21.29190889
181.08	-0.719992283	-21.29194433
181.14	-0.719992143	-21.29197957
181.2	-0.719992004	-21.29201462
181.26	-0.719991866	-21.29204946
181.32	-0.719991729	-21.29208409
181.38	-0.719991592	-21.29211851
181.44	-0.719991456	-21.29215272
181.5	-0.719991322	-21.29218672
181.56	-0.719991188	-21.29222049
181.62	-0.719991055	-21.29225404
181.68	-0.719990922	-21.29228736
181.74	-0.719990791	-21.29232045
181.8	-0.719990661	-21.29235331
181.86	-0.719990531	-21.29238593
181.92	-0.719990403	-21.29241831
181.98	-0.719990276	-21.29245044
182.04	-0.719990149	-21.29248233
182.1	-0.719990024	-21.29251397
182.16	-0.719989899	-21.29254535
182.22	-0.719989776	-21.29257648
182.28	-0.719989653	-21.29260735
182.34	-0.719989532	-21.29263796
182.4	-0.719989411	-21.2926683
182.46	-0.719989292	-21.29269837
182.52	-0.719989174	-21.29272817
182.58	-0.719989057	-21.29275769
182.64	-0.719988941	-21.29278693
182.7	-0.719988826	-21.2928159
182.76	-0.719988712	-21.29284458
182.82	-0.7199886	-21.29287297
182.88	-0.719988488	-21.29290108
182.94	-0.719988378	-21.29292889
183	-0.719988269	-21.29295641
183.06	-0.719988161	-21.29298363
183.12	-0.719988054	-21.29301055
183.18	-0.719987948	-21.29303716
183.24	-0.719987844	-21.29306347
183.3	-0.719987741	-21.29308947
183.36	-0.719987639	-21.29311516
183.42	-0.719987539	-21.29314053
183.48	-0.719987439	-21.29316559
183.54	-0.719987341	-21.29319033
183.6	-0.719987244	-21.29321474
183.66	-0.719987149	-21.29323884
183.72	-0.719987054	-21.2932626
183.78	-0.719986961	-21.29328604
183.84	-0.71998687	-21.29330915
183.9	-0.719986779	-21.29333192
183.96	-0.71998669	-21.29335436
184.02	-0.719986603	-21.29337645
184.08	-0.719986517	-21.29339821
184.14	-0.719986432	-21.29341963
184.2	-0.719986348	-21.2934407
184.26	-0.719986266	-21.29346142
184.32	-0.719986185	-21.2934818
184.38	-0.719986106	-21.29350182
184.44	-0.719986028	-21.29352149
184.5	-0.719985951	-21.29354081
184.56	-0.719985876	-21.29355977
184.62	-0.719985802	-21.29357837
184.68	-0.71998573	-21.29359661
184.74	-0.719985659	-21.29361449
184.8	-0.719985589	-21.293632
184.86	-0.719985521	-21.29364915
184.92	-0.719985455	-21.29366593
184.98	-0.71998539	-21.29368234
185.04	-0.719985326	-21.29369838
185.1	-0.719985264	-21.29371404
185.16	-0.719985204	-21.29372933
185.22	-0.719985144	-21.29374425
185.28	-0.719985087	-21.29375878
185.34	-0.719985031	-21.29377294
185.4	-0.719984976	-21.29378672
185.46	-0.719984923	-21.29380012
185.52	-0.719984871	-21.29381313
185.58	-0.719984821	-21.29382576
185.64	-0.719984773	-21.29383801
185.7	-0.719984726	-21.29384986
185.76	-0.71998468	-21.29386133
185.82	-0.719984636	-21.29387241
185.88	-0.719984594	-21.2938831
185.94	-0.719984553	-21.2938934
186	-0.719984514	-21.2939033
186.06	-0.719984476	-21.29391281
186.12	-0.71998444	-21.29392193
186.18	-0.719984405	-21.29393065
186.24	-0.719984373	-21.29393898
186.3	-0.719984341	-21.29394691
186.36	-0.719984311	-21.29395444
186.42	-0.719984283	-21.29396157
186.48	-0.719984256	-21.2939683
186.54	-0.719984231	-21.29397464
186.6	-0.719984208	-21.29398057
