Time (s)  Flap Rotation y (radians)Flap Rotation y (degrees)
238.86             -0.0365         -2.0896
238.89             -0.0374         -2.1464
238.92             -0.0384         -2.2030
238.95             -0.0394         -2.2593
238.98             -0.0404         -2.3155
239.01             -0.0414         -2.3715
239.04             -0.0423         -2.4272
239.07             -0.0433         -2.4827
239.10             -0.0443         -2.5379
239.13             -0.0452         -2.5930
239.16             -0.0462         -2.6477
239.19             -0.0471         -2.7023
239.22             -0.0481         -2.7565
239.25             -0.0490         -2.8106
239.28             -0.0500         -2.8643
239.31             -0.0509         -2.9178
239.34             -0.0518         -2.9710
239.37             -0.0528         -3.0239
239.40             -0.0537         -3.0765
239.43             -0.0546         -3.1289
239.46             -0.0555         -3.1809
239.49             -0.0564         -3.2327
239.52             -0.0573         -3.2841
239.55             -0.0582         -3.3352
239.58             -0.0591         -3.3861
239.61             -0.0599         -3.4366
239.64             -0.0608         -3.4867
239.67             -0.0617         -3.5366
239.70             -0.0626         -3.5861
239.73             -0.0634         -3.6353
239.76             -0.0643         -3.6841
239.79             -0.0651         -3.7326
239.82             -0.0660         -3.7807
239.85             -0.0668         -3.8285
239.88             -0.0676         -3.8759
239.91             -0.0684         -3.9230
239.94             -0.0692         -3.9697
239.97             -0.0701         -4.0160
240.00             -0.0709         -4.0619
240.03             -0.0717         -4.1074
240.06             -0.0724         -4.1526
240.09             -0.0732         -4.1974
240.12             -0.0740         -4.2417
240.15             -0.0748         -4.2857
240.18             -0.0755         -4.3293
240.21             -0.0763         -4.3724
240.24             -0.0770         -4.4152
240.27             -0.0778         -4.4575
240.30             -0.0785         -4.4994
240.33             -0.0792         -4.5409
240.36             -0.0799         -4.5820
240.39             -0.0806         -4.6226
240.42             -0.0813         -4.6628
240.45             -0.0820         -4.7025
240.48             -0.0827         -4.7418
240.51             -0.0834         -4.7807
240.54             -0.0841         -4.8191
240.57             -0.0847         -4.8571
240.60             -0.0854         -4.8946
240.63             -0.0860         -4.9316
240.66             -0.0867         -4.9682
240.69             -0.0873         -5.0043
240.72             -0.0879         -5.0399
240.75             -0.0885         -5.0750
240.78             -0.0891         -5.1097
240.81             -0.0897         -5.1439
240.84             -0.0903         -5.1776
240.87             -0.0909         -5.2108
240.90             -0.0915         -5.2436
240.93             -0.0920         -5.2758
240.96             -0.0926         -5.3075
240.99             -0.0931         -5.3388
241.02             -0.0937         -5.3695
241.05             -0.0942         -5.3997
241.08             -0.0947         -5.4294
241.11             -0.0952         -5.4586
241.14             -0.0957         -5.4873
241.17             -0.0962         -5.5155
241.20             -0.0967         -5.5431
241.23             -0.0972         -5.5702
241.26             -0.0976         -5.5968
241.29             -0.0981         -5.6229
241.32             -0.0985         -5.6485
241.35             -0.0990         -5.6735
241.38             -0.0994         -5.6979
241.41             -0.0998         -5.7219
241.44             -0.1002         -5.7452
241.47             -0.1006         -5.7681
241.50             -0.1010         -5.7904
241.53             -0.1014         -5.8121
241.56             -0.1018         -5.8334
241.59             -0.1021         -5.8540
241.62             -0.1025         -5.8741
241.65             -0.1028         -5.8937
241.68             -0.1031         -5.9127
241.71             -0.1035         -5.9311
241.74             -0.1038         -5.9490
241.77             -0.1041         -5.9663
241.80             -0.1044         -5.9830
241.83             -0.1047         -5.9992
241.86             -0.1049         -6.0148
