Time (s)            Body0_x (m)     Body0_y (m)     Body0_z (m)     Body1_x (m)     Body1_y (m)     Body1_z (m)     
365.76              -7.4606         0.0000          -0.6978         -7.4665         0.0000          -21.2723        
365.82              -7.4606         0.0000          -0.6995         -7.4686         0.0000          -21.2719        
365.88              -7.4607         0.0000          -0.7012         -7.4708         0.0000          -21.2714        
365.94              -7.4609         0.0000          -0.7030         -7.4730         0.0000          -21.2710        
366.00              -7.4611         0.0000          -0.7047         -7.4752         0.0000          -21.2707        
366.06              -7.4614         0.0000          -0.7065         -7.4774         0.0000          -21.2703        
366.12              -7.4618         0.0000          -0.7083         -7.4797         0.0000          -21.2700        
366.18              -7.4622         0.0000          -0.7102         -7.4821         0.0000          -21.2697        
366.24              -7.4626         0.0000          -0.7120         -7.4844         0.0000          -21.2694        
366.30              -7.4632         0.0000          -0.7139         -7.4868         0.0000          -21.2691        
366.36              -7.4637         0.0000          -0.7157         -7.4892         0.0000          -21.2689        
366.42              -7.4644         0.0000          -0.7176         -7.4916         0.0000          -21.2687        
366.48              -7.4651         0.0000          -0.7195         -7.4941         0.0000          -21.2685        
366.54              -7.4658         0.0000          -0.7214         -7.4965         0.0000          -21.2684        
366.60              -7.4667         0.0000          -0.7233         -7.4991         0.0000          -21.2682        
366.66              -7.4675         0.0000          -0.7252         -7.5016         0.0000          -21.2681        
366.72              -7.4685         0.0000          -0.7270         -7.5041         0.0000          -21.2681        
366.78              -7.4695         0.0000          -0.7289         -7.5067         0.0000          -21.2680        
366.84              -7.4705         0.0000          -0.7308         -7.5093         0.0000          -21.2680        
366.90              -7.4716         0.0000          -0.7326         -7.5119         0.0000          -21.2680        
366.96              -7.4728         0.0000          -0.7345         -7.5145         0.0000          -21.2681        
367.02              -7.4740         0.0000          -0.7363         -7.5172         0.0000          -21.2681        
367.08              -7.4753         0.0000          -0.7381         -7.5198         0.0000          -21.2682        
367.14              -7.4766         0.0000          -0.7399         -7.5225         0.0000          -21.2683        
367.20              -7.4780         0.0000          -0.7416         -7.5252         0.0000          -21.2685        
367.26              -7.4794         0.0000          -0.7434         -7.5279         0.0000          -21.2687        
367.32              -7.4809         0.0000          -0.7451         -7.5306         0.0000          -21.2689        
367.38              -7.4825         0.0000          -0.7467         -7.5333         0.0000          -21.2691        
